Column,CaseNumber,Title,FBG,CardText,uuid,messages
New,MS-207343,الغطاء المعدني المغلون للهاندهولة لا يحتوي على ضرر و مثبت بصورة جيدة بواسطة أربع براغي بالصبة الكونكريتية,FBG2206,"MS-207343
183:48
|
22 
|
0/0
الغطاء المعدني المغلون للهاندهولة لا يحتوي على ضرر و مثبت بصورة جيدة بواسطة أربع براغي بالصبة الكونكريتية
FBG2206
Created By: s_creatio msp_fms msp_fms
Assigned To: Sajjad Muhammad Sabah Muhammad Sabah
Clearance
Periodic Inspection - Clearance",bf2e7ba3-15bc-4ed1-b48a-e3b5f269e1df,"[{""sender"": ""s_creatio msp_fms msp_fms"", ""message"": ""Task created by s_creatio msp_fms msp_fms"", ""date"": ""15/12/2025 11:58 PM""}, {""sender"": ""s_creatio msp_fms msp_fms"", ""message"": ""Media uploaded by s_creatio msp_fms msp_fms"", ""date"": ""15/12/2025 11:58 PM""}, {""sender"": ""s_creatio msp_fms msp_fms"", ""message"": ""Media uploaded by s_creatio msp_fms msp_fms"", ""date"": ""15/12/2025 11:58 PM""}, {""sender"": ""s_creatio msp_fms msp_fms"", ""message"": ""Media uploaded by s_creatio msp_fms msp_fms"", ""date"": ""15/12/2025 11:58 PM""}, {""sender"": ""s_creatio msp_fms msp_fms"", ""message"": ""Media uploaded by s_creatio msp_fms msp_fms"", ""date"": ""15/12/2025 11:58 PM""}, {""sender"": ""s_creatio msp_fms msp_fms"", ""message"": ""Media uploaded by s_creatio msp_fms msp_fms"", ""date"": ""15/12/2025 11:58 PM""}, {""sender"": ""s_creatio msp_fms msp_fms"", ""message"": ""Media uploaded by s_creatio msp_fms msp_fms"", ""date"": ""15/12/2025 11:58 PM""}, {""sender"": ""s_creatio msp_fms msp_fms"", ""message"": ""Media uploaded by s_creatio msp_fms msp_fms"", ""date"": ""15/12/2025 11:58 PM""}, {""sender"": ""s_creatio msp_fms msp_fms"", ""message"": ""Media uploaded by s_creatio msp_fms msp_fms"", ""date"": ""15/12/2025 11:58 PM""}, {""sender"": ""s_creatio msp_fms msp_fms"", ""message"": ""Media uploaded by s_creatio msp_fms msp_fms"", ""date"": ""15/12/2025 11:58 PM""}, {""sender"": ""s_creatio msp_fms msp_fms"", ""message"": ""Media uploaded by s_creatio msp_fms msp_fms"", ""date"": ""15/12/2025 11:58 PM""}, {""sender"": ""s_creatio msp_fms msp_fms"", ""message"": ""Media uploaded by s_creatio msp_fms msp_fms"", ""date"": ""15/12/2025 11:58 PM""}, {""sender"": ""s_creatio msp_fms msp_fms"", ""message"": ""Media uploaded by s_creatio msp_fms msp_fms"", ""date"": ""15/12/2025 11:58 PM""}, {""sender"": ""s_creatio msp_fms msp_fms"", ""message"": ""Media uploaded by s_creatio msp_fms msp_fms"", ""date"": ""15/12/2025 11:58 PM""}, {""sender"": ""s_creatio msp_fms msp_fms"", ""message"": ""Media uploaded by s_creatio msp_fms msp_fms"", ""date"": ""15/12/2025 11:58 PM""}, {""sender"": ""s_creatio msp_fms msp_fms"", ""message"": ""Media uploaded by s_creatio msp_fms msp_fms"", ""date"": ""15/12/2025 11:58 PM""}, {""sender"": ""s_creatio msp_fms msp_fms"", ""message"": ""Media uploaded by s_creatio msp_fms msp_fms"", ""date"": ""15/12/2025 11:58 PM""}, {""sender"": ""s_creatio msp_fms msp_fms"", ""message"": ""Media uploaded by s_creatio msp_fms msp_fms"", ""date"": ""15/12/2025 11:58 PM""}, {""sender"": ""s_creatio msp_fms msp_fms"", ""message"": ""Media uploaded by s_creatio msp_fms msp_fms"", ""date"": ""15/12/2025 11:58 PM""}, {""sender"": ""s_creatio msp_fms msp_fms"", ""message"": ""Media uploaded by s_creatio msp_fms msp_fms"", ""date"": ""15/12/2025 11:58 PM""}, {""sender"": ""s_creatio msp_fms msp_fms"", ""message"": ""Media uploaded by s_creatio msp_fms msp_fms"", ""date"": ""15/12/2025 11:58 PM""}, {""sender"": ""s_creatio msp_fms msp_fms"", ""message"": ""Media uploaded by s_creatio msp_fms msp_fms"", ""date"": ""15/12/2025 11:58 PM""}, {""sender"": ""Sajjad Muhammad Sabah Muhammad Sabah "", ""message"": ""Team changed: Added: Sajjad Muhammad Sabah Muhammad Sabah by Sajjad Muhammad Sabah Muhammad Sabah"", ""date"": ""15/12/2025 11:59 PM""}, {""sender"": ""Sajjad Muhammad Sabah Muhammad Sabah"", ""message"": ""Team leader changed to Sajjad Muhammad Sabah Muhammad Sabah by Sajjad Muhammad Sabah Muhammad Sabah"", ""date"": ""15/12/2025 11:59 PM""}, {""sender"": ""Sajjad Muhammad Sabah Muhammad Sabah"", ""message"": ""Task status changed to TaskAccepted by Sajjad Muhammad Sabah Muhammad Sabah\nتم"", ""date"": ""15/12/2025 11:59 PM""}, {""sender"": ""Sajjad Muhammad Sabah Muhammad Sabah"", ""message"": ""Task status changed to TaskOnHold by Sajjad Muhammad Sabah Muhammad Sabah\nتم"", ""date"": ""15/12/2025 11:59 PM""}, {""sender"": ""Haithm Mohammed Jassim AL-Mousoe Mohammed Jassim AL-Mousoe "", ""message"": ""Team changed: Added: Haithm Mohammed Jassim AL-Mousoe Mohammed Jassim AL-Mousoe by Haithm Mohammed Jassim AL-Mousoe Mohammed Jassim AL-Mousoe"", ""date"": ""23/12/2025 10:04 AM""}, {""sender"": ""Mohammed Rabee Hashim AL-Obaidy Rabee Hashim AL-Obaidy"", ""message"": ""Media uploaded by Mohammed Rabee Hashim AL-Obaidy Rabee Hashim AL-Obaidy"", ""date"": ""23/12/2025 01:20 PM""}, {""sender"": ""yousif muyad majeed muyad majeed "", ""message"": ""Team changed: Added: yousif muyad majeed muyad majeed by Mohammed Rabee Hashim AL-Obaidy Rabee Hashim AL-Obaidy"", ""date"": ""23/12/2025 02:39 PM""}]"
